Filename:                     High           Low          Open         Close        Volume     Adj Close
Date                                                                                          
2014-09-16  468.174011    452.421997    465.864014    457.334015    2.105680e+07  457.334015  
2014-09-17  456.859985    413.104004    456.859985    424.440002    3.448320e+07  424.440002  
2014-09-18  427.834991    384.532013    424.102997    394.795990    3.791970e+07  394.795990  
2014-09-19  423.295990    389.882996    394.673004    408.903992    3.686360e+07  408.903992  
2014-09-20  412.425995    393.181000    408.084991    398.821014    2.658010e+07  398.821014  
2014-09-21  406.915985    397.130005    399.100006    402.152008    2.412760e+07  402.152008  
2014-09-22  441.557007    396.196991    402.092010    435.790985    4.509950e+07  435.790985  
2014-09-23  436.112000    421.131989    435.751007    423.204987    3.062770e+07  423.204987  
2014-09-24  423.519989    409.467987    423.156006    411.574005    2.681440e+07  411.574005  
2014-09-25  414.937988    400.009003    411.428986    404.424988    2.146080e+07  404.424988  
2014-09-26  406.622986    397.372009    403.556000    399.519989    1.502930e+07  399.519989  
2014-09-27  401.016998    374.332001    399.471008    377.181000    2.361330e+07  377.181000  
2014-09-28  385.210999    372.239990    376.928009    375.467010    3.249770e+07  375.467010  
2014-09-29  390.976990    373.442993    376.088013    386.944000    3.470730e+07  386.944000  
2014-09-30  391.378998    380.779999    387.427002    383.614990    2.622940e+07  383.614990  
2014-10-01  385.497009    372.946014    383.988007    375.071991    2.177770e+07  375.071991  
2014-10-02  377.695007    357.859009    375.181000    359.511993    3.090120e+07  359.511993  
2014-10-03  364.487000    325.885986    359.891998    328.865997    4.723650e+07  328.865997  
2014-10-04  341.800995    289.295990    328.915985    320.510010    8.330810e+07  320.510010  
2014-10-05  345.134003    302.559998    320.389008    330.079010    7.901180e+07  330.079010  
2014-10-06  339.247009    320.481995    330.584015    336.187012    4.919990e+07  336.187012  
2014-10-07  354.364014    327.187988    336.115997    352.940002    5.473630e+07  352.940002  
2014-10-08  382.726013    347.687012    352.747986    365.026001    8.364110e+07  365.026001  
2014-10-09  375.066986    352.963013    364.687012    361.562012    4.366570e+07  361.562012  
2014-10-10  367.191010    355.950989    361.362000    362.299011    1.334520e+07  362.299011  
2014-10-11  379.433014    356.144012    362.605988    378.549011    1.755280e+07  378.549011  
2014-10-12  397.226013    368.897003    377.920990    390.414001    3.522140e+07  390.414001  
2014-10-13  411.697998    391.324005    391.691986    400.869995    3.849150e+07  400.869995  
2014-10-14  402.226990    388.765991    400.954987    394.773010    2.526710e+07  394.773010  
2014-10-15  398.807007    373.070007    394.518005    382.556000    2.699000e+07  382.556000  
2014-10-16  385.477997    375.389008    382.756012    383.757996    1.360070e+07  383.757996  
2014-10-17  395.157990    378.971008    383.976013    391.441986    1.141680e+07  391.441986  
2014-10-18  393.938995    386.457001    391.253998    389.545990    5.914570e+06  389.545990  
2014-10-19  390.084015    378.252014    389.230988    382.845001    1.641900e+07  382.845001  
2014-10-20  392.645996    380.834015    382.420990    386.475006    1.418890e+07  386.475006  
2014-10-21  388.575989    382.248993    386.118011    383.157990    1.164130e+07  383.157990  
2014-10-22  385.048004    356.446991    382.962006    358.416992    2.645690e+07  358.416992  
2014-10-23  364.345001    353.304993    358.591003    358.345001    1.558570e+07  358.345001  
2014-10-24  359.860992    342.877014    358.610992    347.270996    1.812750e+07  347.270996  
2014-10-25  359.221008    343.931000    347.487000    354.704010    1.127250e+07  354.704010  
